Code,Disease,ToMerge
65600,evision of cornea,
65710,orneal transplant,
65730,orneal transplant,
65750,rneal transplant,
65755,rneal transplant,
65756,"orneal trnspl, endothelial",
65757,Prep corneal endo allograft,
65760,Revision of cornea,
65765,Revision of cornea,
65767,Corneal tissue transplant,
65770,evise cornea with implant,
65771,Radial keratotomy,
65772,orrection of astigmatism,
65775,orrection of astigmatism,
65778,over eye w/membrane,
65779,ver eye w/membrane suture,
65780,"cular reconst, transplant",
65781,"ular reconst, transplant",
65782,"cular reconst, transplant",
65785,mpltj ntrstrml crnl rng seg,
65800,Drainage of eye,
65810,rainage of eye,
65815,rainage of eye,
65820,elieve inner eye pressure,
65850,ncision of eye,
65855,aser surgery of eye,
65860,ncise inner eye adhesions,
65865,ncise inner eye adhesions,
65870,ncise inner eye adhesions,
65875,ncise inner eye adhesions,
U.S. D,"TMENT OF LABOR, OFFICE OF WO",RKERS' COMPENSATION PROGRAMS
FEE SC,LE MODIFIER LEVEL TABLES,
Effect,"Date: August 30, 2019",
Last U,"e: March 30, 2020",
CPT/HC,MOD MOD LEV DESCRIPTION,
65880,ncise inner eye adhesions,
65900,emove eye lesion,
65920,emove implant of eye,
65930,emove blood clot from eye,
66020,njection treatment of eye,
66030,njection treatment of eye,
66130,emove eye lesion,
66150,laucoma surgery,
66155,laucoma surgery,
66160,laucoma surgery,
66170,laucoma surgery,
66172,ncision of eye,
66174,ranslum dil eye canal,
66175,rnslum dil eye canal w/stnt,
66179,ap block bl by infusion,
66180,mplant eye shunt,
66183,nsert ant drainage device,
66184,ap block bl by infusion,
66185,evise eye shunt,
66220,pair eye lesion,
66225,epair/graft eye lesion,
66250,ollow-up surgery of eye,
66500,ncision of iris,
66505,ncision of iris,
66600,emove iris and lesion,
66605,emoval of iris,
66625,emoval of iris,
66630,emoval of iris,
66635,emoval of iris,
66680,epair iris & ciliary body,
66682,epair iris & ciliary body,
66700,"estruction, ciliary body",
66710,"estruction, ciliary body",
66711,iliary endoscopic ablation,
66720,"estruction, ciliary body",
66740,"estruction, ciliary body",
66761,evision of iris,
66762,evision of iris,
66770,emoval of inner eye lesion,
66820,"ncision, secondary cataract",
66821,fter cataract laser surgery,
66825,eposition intraocular lens,
66830,emoval of lens lesion,
66840,emoval of lens material,
66850,emoval of lens material,
66852,moval of lens material,
66920,traction of lens,
66930,xtraction of lens,
66940,traction of lens,
66982,"ataract surgery, complex",
66983,"ataract surg w/iol, 1 stage",
66984,"ataract surg w/iol, i stage",
66985,nsert lens prosthesis,
66986,xchange lens prosthesis,
66987,capsl Ctrc Rmvl Cplx W/Ecp,
66988,capsl Ctrc Rmvl W/Ecp,
66990,Ophthalmic endoscope add-on,
66999,"Eye surgery procedure, unlis",ted
67005,artial removal of eye fluid,
67010,artial removal of eye fluid,
67015,elease of eye fluid,
67025,eplace eye fluid,
U.S. D,"TMENT OF LABOR, OFFICE OF WO",RKERS' COMPENSATION PROGRAMS
FEE SC,LE MODIFIER LEVEL TABLES,
Effect,"Date: August 30, 2019",
Last U,"e: March 30, 2020",
CPT/HC,MOD MOD LEV DESCRIPTION,
67027,plant eye drug system,
67028,Injection eye drug,
67030,ncise inner eye strands,
67031,"aser surgery, eye strands",
67036,moval of inner eye fluid,
67039,ser treatment of retina,
67040,ser treatment of retina,
67041,t for macular pucker,
67042,t for macular hole,
67043,t for membrane dissect,
67101,epair detached retina,
67105,epair detached retina,
67107,pair detached retina,
67108,pair detached retina,
67110,epair detached retina,
67112,repair detached retina,
67113,"epair retinal detach, clpx",
67115,elease encircling material,
67120,emove eye implant material,
67121,move eye implant material,
67141,reatment of retina,
67145,reatment of retina,
67208,reatment of retinal lesion,
67210,reatment of retinal lesion,
67218,reatment of retinal lesion,
67220,reatment of choroid lesion,
67221,Ocular photodynamic ther,
67225,Eye photodynamic ther add-on,
67227,reatment of retinal lesion,
67228,reatment of retinal lesion,
67250,einforce eye wall,
67255,inforce/graft eye wall,
67299,"Eye surgery procedure, unlis",ted
67311,evise eye muscle,
67312,evise two eye muscles,
67314,evise eye muscle,
67316,evise two eye muscles,
67318,evise eye muscle(s),
67320,Revise eye muscle(s) add-on,
67331,Eye surgery follow-up add-on,
67332,Rerevise eye muscles add-on,
67334,Revise eye muscle w/suture,
67335,Eye suture during surgery,
67340,Revise eye muscle add-on,
67343,elease eye tissue,
67345,estroy nerve of eye muscle,
67346,"Biopsy, eye muscle",
67399,Eye muscle surgery procedure,", unlisted"
67400,xplore/biopsy eye socket,
67405,xplore/drain eye socket,
67412,xplore/treat eye socket,
67413,xplore/treat eye socket,
67414,plr/decompress eye socket,
67415,"spiration, orbital contents",
67420,xplore/treat eye socket,
67430,xplore/treat eye socket,
67440,plore/drain eye socket,
67445,plr/decompress eye socket,
67450,plore/biopsy eye socket,
67500,Inject/treat eye socket,
67505,Inject/treat eye socket,
67515,Inject/treat eye socket,
U.S. D,"TMENT OF LABOR, OFFICE OF WO",RKERS' COMPENSATION PROGRAMS
FEE SC,LE MODIFIER LEVEL TABLES,
Effect,"Date: August 30, 2019",
Last U,"e: March 30, 2020",
CPT/HC,MOD MOD LEV DESCRIPTION,
67550,nsert eye socket implant,
67560,evise eye socket implant,
67570,ecompress optic nerve,
67599,"Orbit surgery procedure, unl",isted
67700,rainage of eyelid abscess,
67710,ncision of eyelid,
67715,ncision of eyelid fold,
67800,emove eyelid lesion,
67801,emove eyelid lesions,
67805,emove eyelid lesions,
67808,emove eyelid lesion(s),
67810,Biopsy of eyelid,
67820,Revise eyelashes,
67825,evise eyelashes,
67830,evise eyelashes,
67835,evise eyelashes,
67840,emove eyelid lesion,
67850,reat eyelid lesion,
67875,Closure of eyelid by suture,
67880,evision of eyelid,
67882,evision of eyelid,
67900,epair brow defect,
67901,epair eyelid defect,
67902,epair eyelid defect,
67903,epair eyelid defect,
67904,epair eyelid defect,
67906,epair eyelid defect,
67908,epair eyelid defect,
67909,evise eyelid defect,
67911,evise eyelid defect,
67912,orrection eyelid w/ implant,
67914,epair eyelid defect,
67915,epair eyelid defect,
67916,epair eyelid defect,
67917,epair eyelid defect,
67921,epair eyelid defect,
67922,epair eyelid defect,
67923,epair eyelid defect,
67924,epair eyelid defect,
67930,epair eyelid wound,
67935,epair eyelid wound,
67938,emove eyelid foreign body,
67950,evision of eyelid,
67961,evision of eyelid,
67966,evision of eyelid,
67971,econstruction of eyelid,
67973,econstruction of eyelid,
67974,econstruction of eyelid,
67975,econstruction of eyelid,
67999,"Revision of eyelid, unlisted",
68020,ncise/drain eyelid lining,
68040,Treatment of eyelid lesions,
68100,Biopsy of eyelid lining,
68110,emove eyelid lining lesion,
68115,emove eyelid lining lesion,
68130,emove eyelid lining lesion,
68135,emove eyelid lining lesion,
68200,Treat eyelid by injection,
68320,evise/graft eyelid lining,
68325,evise/graft eyelid lining,
68326,evise/graft eyelid lining,
68328,evise/graft eyelid lining,
U.S. D,"TMENT OF LABOR, OFFICE OF WO",RKERS' COMPENSATION PROGRAMS
FEE SC,LE MODIFIER LEVEL TABLES,
Effect,"Date: August 30, 2019",
Last U,"e: March 30, 2020",
CPT/HC,MOD MOD LEV DESCRIPTION,
68330,evise eyelid lining,
68335,evise/graft eyelid lining,
68340,eparate eyelid adhesions,
68360,evise eyelid lining,
68362,evise eyelid lining,
68371,"arvest eye tissue, alograft",
68399,"Eyelid lining surgery, unlis",ted
68400,ncise/drain tear gland,
68420,ncise/drain tear sac,
68440,ncise tear duct opening,
68500,emoval of tear gland,
68505,"artial removal, tear gland",
68510,iopsy of tear gland,
68520,emoval of tear sac,
68525,iopsy of tear sac,
68530,learance of tear duct,
68540,emove tear gland lesion,
68550,emove tear gland lesion,
68700,epair tear ducts,
68705,evise tear duct opening,
68720,reate tear sac drain,
68745,reate tear duct drain,
68750,reate tear duct drain,
68760,lose tear duct opening,
68761,lose tear duct opening,
68770,lose tear system fistula,
68801,ilate tear duct opening,
68810,robe nasolacrimal duct,
68811,robe nasolacrimal duct,
68815,robe nasolacrimal duct,
68816,robe nasolacrimal duct w/ ba,lloon
68840,xplore/irrigate tear ducts,
68850,Injection for tear sac x-ray,
68899,"Tear duct system surgery, un",listed
69000,rain external ear lesion,
69005,rain external ear lesion,
69020,rain outer ear canal lesion,
69090,Pierce earlobes,
69100,Biopsy of external ear,
69105,Biopsy of external ear canal,
69110,"emove external ear, partial",
69120,emoval of external ear,
69140,emove ear canal lesion(s),
69145,emove ear canal lesion(s),
69150,xtensive ear canal surgery,
69155,xtensive ear/neck surgery,
69200,Clear outer ear canal,
69205,lear outer ear canal,
69209,emove impacted ear wax uni,
69210,emove impacted ear wax uni,
69220,Clean out mastoid cavity,
69222,lean out mastoid cavity,
69300,Revise external ear,
69310,ebuild outer ear canal,
69320,ebuild outer ear canal,
69399,"Outer ear surgery procedure,",unlisted
69420,ncision of eardrum,
69421,ncision of eardrum,
69424,Remove ventilating tube,
69433,reate eardrum opening,
69436,reate eardrum opening,
69440,xploration of middle ear,
U.S. D,"TMENT OF LABOR, OFFICE OF WO",RKERS' COMPENSATION PROGRAMS
FEE SC,LE MODIFIER LEVEL TABLES,
Effect,"Date: August 30, 2019",
Last U,"e: March 30, 2020",
CPT/HC,MOD MOD LEV DESCRIPTION,
69450,ardrum revision,
69501,astoidectomy,
69502,astoidectomy,
69505,emove mastoid structures,
69511,xtensive mastoid surgery,
69530,xtensive mastoid surgery,
69535,emove part of temporal bone,
69540,emove ear lesion,
69550,emove ear lesion,
69552,emove ear lesion,
69554,emove ear lesion,
69601,astoid surgery revision,
69602,astoid surgery revision,
69603,astoid surgery revision,
69604,astoid surgery revision,
69605,astoid surgery revision,
69610,epair of eardrum,
69620,epair of eardrum,
69631,epair eardrum structures,
69632,ebuild eardrum structures,
69633,ebuild eardrum structures,
69635,epair eardrum structures,
69636,ebuild eardrum structures,
69637,ebuild eardrum structures,
69641,evise middle ear & mastoid,
69642,evise middle ear & mastoid,
69643,evise middle ear & mastoid,
69644,evise middle ear & mastoid,
69645,evise middle ear & mastoid,
69646,evise middle ear & mastoid,
69650,elease middle ear bone,
69660,evise middle ear bone,
69661,evise middle ear bone,
69662,evise middle ear bone,
69666,epair middle ear structures,
69667,epair middle ear structures,
69670,emove mastoid air cells,
69676,emove middle ear nerve,
69700,lose mastoid fistula,
69710,Implant/replace hearing aid,
69711,emove/repair hearing aid,
69714,mplant temple bone w/stimul,
69715,emple bne implnt w/stimulat,
69717,emple bone implant revision,
69718,evise temple bone implant,
69720,lease facial nerve,
69725,elease facial nerve,
69740,epair facial nerve,
69745,epair facial nerve,
69799,Middle ear surgery procedure,", unlisted"
69801,ncise inner ear,
69805,xplore inner ear,
69806,xplore inner ear,
69820,stablish inner ear window,
69840,evise inner ear window,
69905,emove inner ear,
69910,emove inner ear & mastoid,
69915,ncise inner ear nerve,
69930,mplant cochlear device,
69949,"Inner ear surgery procedure,",unlisted
69950,ncise inner ear nerve,
69955,elease facial nerve,
U.S. D,"TMENT OF LABOR, OFFICE OF WO",RKERS' COMPENSATION PROGRAMS
FEE SC,LE MODIFIER LEVEL TABLES,
Effect,"Date: August 30, 2019",
Last U,"e: March 30, 2020",
CPT/HC,MOD MOD LEV DESCRIPTION,
69960,elease inner ear canal,
69970,emove inner ear lesion,
69979,"Temporal bone surgery, unlis",ted
69990,Microsurgery add-on,
70010,Contrast x-ray of brain,
70015,Contrast x-ray of brain,
70015,19 Contrast x-ray of brain,
70015,19 Contrast x-ray of brain,
70030,X-ray eye for foreign body,
70030,20 X-ray eye for foreign bod,y
70030,20 X-ray eye for foreign bod,y
70100,X-ray exam of jaw,
70100,19 X-ray exam of jaw,
70100,19 X-ray exam of jaw,
70110,X-ray exam of jaw,
70110,19 X-ray exam of jaw,
70110,19 X-ray exam of jaw,
70120,X-ray exam of mastoids,
70120,97 X-ray exam of mastoids,
70120,97 X-ray exam of mastoids,
70130,X-ray exam of mastoids,
70130,20 X-ray exam of mastoids,
70130,20 X-ray exam of mastoids,
70134,X-ray exam of middle ear,
70134,19 X-ray exam of middle ear,
70134,19 X-ray exam of middle ear,
70140,X-ray exam of facial bones,
70140,19 X-ray exam of facial bone,s
70140,19 X-ray exam of facial bone,s
71045,X-Ray Exam Chest 1 View,
71045,19 X-Ray Exam Chest 1 View,
71045,19 X-Ray Exam Chest 1 View,
71046,X-Ray Exam Chest 2 Views,
71046,19 X-Ray Exam Chest 2 Views,
71046,19 X-Ray Exam Chest 2 Views,
71047,X-Ray Exam Chest 3 Views,
71047,19 X-Ray Exam Chest 3 Views,
71047,19 X-Ray Exam Chest 3 Views,
71048,X-Ray Exam Chest 4+ Views,
71048,19 X-Ray Exam Chest 4+ Views,
71048,19 X-Ray Exam Chest 4+ Views,
70150,X-ray exam of facial bones,
70150,19 X-ray exam of facial bone,s
70150,19 X-ray exam of facial bone,s
70160,X-ray exam of nasal bones,
70160,19 X-ray exam of nasal bones,
70160,19 X-ray exam of nasal bones,
70170,X-ray exam of tear duct,
70170,19 X-ray exam of tear duct,
70170,19 X-ray exam of tear duct,
70190,X-ray exam of eye sockets,
70190,20 X-ray exam of eye sockets,
70190,20 X-ray exam of eye sockets,
70200,X-ray exam of eye sockets,
70200,19 X-ray exam of eye sockets,
70200,19 X-ray exam of eye sockets,
70210,X-ray exam of sinuses,
70210,19 X-ray exam of sinuses,
70210,19 X-ray exam of sinuses,
70220,X-ray exam of sinuses,
70220,19 X-ray exam of sinuses,
70220,19 X-ray exam of sinuses,
U.S. D,"TMENT OF LABOR, OFFICE OF WO",RKERS' COMPENSATION PROGRAMS
FEE SC,LE MODIFIER LEVEL TABLES,
Effect,"Date: August 30, 2019",
Last U,"e: March 30, 2020",
CPT/HC,MOD MOD LEV DESCRIPTION,
70240,"X-ray exam, pituitary saddle",
70240,"19 X-ray exam, pituitary sad",dle
70240,"19 X-ray exam, pituitary sad",dle
70250,X-ray exam of skull,
70250,19 X-ray exam of skull,
70250,19 X-ray exam of skull,
70260,X-ray exam of skull,
70260,95 X-ray exam of skull,
70260,95 X-ray exam of skull,
70300,X-ray exam of teeth,
70300,95 X-ray exam of teeth,
70300,95 X-ray exam of teeth,
70310,X-ray exam of teeth,
70310,95 X-ray exam of teeth,
70310,95 X-ray exam of teeth,
70320,Full mouth x-ray of teeth,
70320,19 Full mouth x-ray of teeth,
70320,19 Full mouth x-ray of teeth,
70328,X-ray exam of jaw joint,
70328,95 X-ray exam of jaw joint,
70328,95 X-ray exam of jaw joint,
70330,X-ray exam of jaw joints,
70330,18 X-ray exam of jaw joints,
70330,18 X-ray exam of jaw joints,
70332,X-ray exam of jaw joint,
70332,20 X-ray exam of jaw joint,
70332,20 X-ray exam of jaw joint,
70336,"Magnetic image, jaw joint",
70336,"71 Magnetic image, jaw joint",
70336,"72 Magnetic image, jaw joint",
70350,X-ray head for orthodontia,
70350,19 X-ray head for orthodonti,a
70350,19 X-ray head for orthodonti,a
70355,Panoramic x-ray of jaws,
70355,95 Panoramic x-ray of jaws,
70355,95 Panoramic x-ray of jaws,
70360,X-ray exam of neck,
70360,19 X-ray exam of neck,
70360,19 X-ray exam of neck,
70370,Throat x-ray & fluoroscopy,
70370,19 Throat x-ray & fluoroscop,y
70370,19 Throat x-ray & fluoroscop,y
70371,"Speech evaluation, complex",
70371,"53 Speech evaluation, comple",x
70371,"51 Speech evaluation, comple",x
70380,X-ray exam of salivary gland,
70380,19 X-ray exam of salivary gl,and
70380,19 X-ray exam of salivary gl,and
70390,X-ray exam of salivary duct,
70390,19 X-ray exam of salivary du,ct
70390,19 X-ray exam of salivary du,ct
70450,Ct head/brain w/o dye,
70450,49 Ct head/brain w/o dye,
70450,51 Ct head/brain w/o dye,
70460,Ct head/brain w/dye,
70460,49 Ct head/brain w/dye,
70460,51 Ct head/brain w/dye,
70470,Ct head/brain w/o&w dye,
70470,49 Ct head/brain w/o&w dye,
70470,51 Ct head/brain w/o&w dye,
70480,Ct orbit/ear/fossa w/o dye,
70480,49 Ct orbit/ear/fossa w/o dy,e
U.S. D,"TMENT OF LABOR, OFFICE OF WO",RKERS' COMPENSATION PROGRAMS
FEE SC,LE MODIFIER LEVEL TABLES,
Effect,"Date: August 30, 2019",
Last U,"e: March 30, 2020",
CPT/HC,MOD MOD LEV DESCRIPTION,
70480,51 Ct orbit/ear/fossa w/o dy,e
70481,Ct orbit/ear/fossa w/dye,
70481,49 Ct orbit/ear/fossa w/dye,
70481,51 Ct orbit/ear/fossa w/dye,
70482,Ct orbit/ear/fossa w/o&w dye,
70482,49 Ct orbit/ear/fossa w/o&w,dye
70482,51 Ct orbit/ear/fossa w/o&w,dye
70486,Ct maxillofacial w/o dye,
70486,49 Ct maxillofacial w/o dye,
70486,51 Ct maxillofacial w/o dye,
70487,Ct maxillofacial w/dye,
70487,49 Ct maxillofacial w/dye,
70487,51 Ct maxillofacial w/dye,
70488,Ct maxillofacial w/o&w dye,
70488,49 Ct maxillofacial w/o&w dy,e
70488,51 Ct maxillofacial w/o&w dy,e
70490,Ct soft tissue neck w/o dye,
70490,49 Ct soft tissue neck w/o d,ye
70490,51 Ct soft tissue neck w/o d,ye
70491,Ct soft tissue neck w/dye,
70491,49 Ct soft tissue neck w/dye,
70491,51 Ct soft tissue neck w/dye,
70492,Ct sft tsue nck w/o & w/dye,
70492,49 Ct sft tsue nck w/o & w/d,ye
70492,51 Ct sft tsue nck w/o & w/d,ye
70496,"Ct angiography, head",
70496,"49 Ct angiography, head",
70496,"51 Ct angiography, head",
70498,"Ct angiography, neck",
70498,"49 Ct angiography, neck",
70498,"51 Ct angiography, neck",
70540,Mri orbit/face/neck w/o dye,
70540,49 Mri orbit/face/neck w/o d,ye
70540,51 Mri orbit/face/neck w/o d,ye
70542,Mri orbit/face/neck w/dye,
70542,49 Mri orbit/face/neck w/dye,
70542,51 Mri orbit/face/neck w/dye,
70543,Mri orbt/fac/nck w/o&w dye,
70543,66 Mri orbt/fac/nck w/o&w dy,e
70543,68 Mri orbt/fac/nck w/o&w dy,e
70544,Mr angiography head w/o dye,
70544,49 Mr angiography head w/o d,ye
70544,51 Mr angiography head w/o d,ye
70545,Mr angiography head w/dye,
70545,49 Mr angiography head w/dye,
